Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      31/31          ImGui::UpdateMouseMovingWindowEndFrame() [173]
                0.00    0.00      31/93          SetCurrentWindow(ImGuiWindow*) [138]
                0.00    0.00      31/31          ImGui::End() [176]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::NewFrame() [34]
[178]    0.0    0.00    0.00      31         ImGui::NavUpdate() [178]
                0.00    0.00     272/272         ImGui::IsKeyPressed(ImGuiKey, unsigned int, int) [123]
                0.00    0.00      62/62          ImGui::Shortcut(int, unsigned int, int) [153]
                0.00    0.00       1/1           ImGui::NavInitRequestApplyResult() [255]
-----------------------------------------------
                0.00    0.00      31/31          ImDrawList::AddText(ImFont const*, float, ImVec2 const&, unsigned int, char const*, char const*, float, ImVec4 const*) [163]
[179]    0.0    0.00    0.00      31         ImFont::RenderText(ImDrawList*, float, ImVec2 const&, unsigned int, ImVec4 const&, char const*, char const*, float, bool) const [179]
                0.00    0.00      31/6079        ImDrawList::PrimReserve(int, int) [98]
-----------------------------------------------
                0.00    0.00      31/31          ImGui::Begin(char const*, bool*, int) [28]
[180]    0.0    0.00    0.00      31         ImFont::CalcTextSizeA(float, float, float, char const*, char const*, char const**) const [180]
-----------------------------------------------
                0.00    0.00      30/30          ImGui::Render() [1152]
[181]    0.0    0.00    0.00      30         AddWindowToDrawData(ImGuiWindow*, int) [181]
                0.00    0.00      30/30          ImGui::AddDrawListToDrawDataEx(ImDrawData*, ImVector<ImDrawList*>*, ImDrawList*) [183]
-----------------------------------------------
                0.00    0.00      30/30          ImGui::Render() [1152]
[182]    0.0    0.00    0.00      30         ImDrawList::_PopUnusedDrawCmd() [182]
-----------------------------------------------
                0.00    0.00      30/30          AddWindowToDrawData(ImGuiWindow*, int) [181]
[183]    0.0    0.00    0.00      30         ImGui::AddDrawListToDrawDataEx(ImDrawData*, ImVector<ImDrawList*>*, ImDrawList*) [183]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00      29/29          ImGui::ButtonBehavior(ImRect const&, unsigned int, bool*, bool*, int) [107]
[184]    0.0    0.00    0.00      29         ImGui::IsMouseClicked(int, unsigned int, int) [184]
-----------------------------------------------
                0.00    0.00      29/29          ImGui::ButtonBehavior(ImRect const&, unsigned int, bool*, bool*, int) [107]
[185]    0.0    0.00    0.00      29         ImGui::IsMouseReleased(int, unsigned int) [185]
-----------------------------------------------
                0.00    0.00      26/26          move_with_opening(Game&, Move (*)(Game&)) [13]
[186]    0.0    0.00    0.00      26         lookupMove(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [186]
                0.00    0.00     325/13303       OpeningNode::next(char*) [97]
                0.00    0.00       1/1           buildOpeningTree() [223]
-----------------------------------------------
                0.00    0.00      26/26          stbi__compute_huffman_codes(stbi__zbuf*) [192]
[187]    0.0    0.00    0.00      26         stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) [187]
-----------------------------------------------
                0.00    0.00      13/13          stbi__parse_png_file(stbi__png*, int, int) [191]
[188]    0.0    0.00    0.00      13         stbi__getn(stbi__context*, unsigned char*, int) [188]
                0.00    0.00      13/39          stbi__stdio_read(void*, char*, int) [158]
-----------------------------------------------
                0.00    0.00      13/13          stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) [193]
[189]    0.0    0.00    0.00      13         stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [189]
                0.00    0.00      13/13          stbi__parse_png_file(stbi__png*, int, int) [191]
-----------------------------------------------
                0.00    0.00      13/13          stbi__parse_png_file(stbi__png*, int, int) [191]
[190]    0.0    0.00    0.00      13         stbi__parse_zlib(stbi__zbuf*, int) [190]
                0.00    0.00      13/13          stbi__compute_huffman_codes(stbi__zbuf*) [192]
-----------------------------------------------
                0.00    0.00      13/13          stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [189]
[191]    0.0    0.00    0.00      13         stbi__parse_png_file(stbi__png*, int, int) [191]
                0.00    0.00     424/424         stbi__get16be(stbi__context*) [120]
                0.00    0.00      52/52          stbi__get8(stbi__context*) [156]
                0.00    0.00      39/39          stbi__get32be(stbi__context*) [157]
                0.00    0.00      36/36          glfw_error_callback(int, char const*) [159]
                0.00    0.00      13/13          stbi__parse_zlib(stbi__zbuf*, int) [190]
                0.00    0.00      13/13          stbi__getn(stbi__context*, unsigned char*, int) [188]
-----------------------------------------------
                0.00    0.00      13/13          stbi__parse_zlib(stbi__zbuf*, int) [190]
[192]    0.0    0.00    0.00      13         stbi__compute_huffman_codes(stbi__zbuf*) [192]
                0.00    0.00      26/26          stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) [187]
-----------------------------------------------
                0.00    0.00      13/13          LoadTextureFromFile(char const*, unsigned int*, int*, int*) [293]
[193]    0.0    0.00    0.00      13         stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) [193]
                0.00    0.00      13/13          stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) [189]
-----------------------------------------------
                0.00    0.00       9/9           stbtt_InitFont_internal(stbtt_fontinfo*, unsigned char*, int) [230]
[194]    0.0    0.00    0.00       9         stbtt__find_table(unsigned char*, unsigned int, char const*) [194]
-----------------------------------------------
                0.00    0.00       8/8           WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [234]
[195]    0.0    0.00    0.00       8         ImGuiTextBuffer::appendf(char const*, ...) [195]
                0.00    0.00       8/8           ImGuiTextBuffer::appendfv(char const*, __va_list_tag*) [196]
-----------------------------------------------
                0.00    0.00       8/8           ImGuiTextBuffer::appendf(char const*, ...) [195]
[196]    0.0    0.00    0.00       8         ImGuiTextBuffer::appendfv(char const*, __va_list_tag*) [196]
-----------------------------------------------
                0.00    0.00       7/7           ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [254]
[197]    0.0    0.00    0.00       7         WindowSettingsHandler_ReadLine(ImGuiContext*, ImGuiSettingsHandler*, void*, char const*) [197]
-----------------------------------------------
                0.00    0.00       7/7           call_minimax_fast(Game&) [22]
[198]    0.0    0.00    0.00       7         std::vector<std::unique_ptr<std::thread, std::default_delete<std::thread> >, std::allocator<std::unique_ptr<std::thread, std::default_delete<std::thread> > > >::_M_default_append(unsigned long) [198]
-----------------------------------------------
                0.00    0.00       4/4           ImGuiWindow::~ImGuiWindow() [206]
[199]    0.0    0.00    0.00       4         ImDrawListSplitter::ClearFreeMemory() [199]
-----------------------------------------------
                0.00    0.00       2/4           WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*) [202]
                0.00    0.00       2/4           ImGui::Begin(char const*, bool*, int) [28]
[200]    0.0    0.00    0.00       4         ImGui::FindWindowSettingsByID(unsigned int) [200]
-----------------------------------------------
                0.00    0.00       2/2           ImGui_ImplOpenGL3_CreateDeviceObjects() [32]
[201]    0.0    0.00    0.00       2         CheckShader(unsigned int, char const*) [201]
                0.00    0.00       2/201         ImGui::GetCurrentContext() [131]
                0.00    0.00       2/335         ImGui::GetIO() [122]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [254]
[202]    0.0    0.00    0.00       2         WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*) [202]
                0.00    0.00       2/4           ImGui::FindWindowSettingsByID(unsigned int) [200]
                0.00    0.00       2/2           ImGui::CreateNewWindowSettings(char const*) [216]
-----------------------------------------------
                0.00    0.00       2/2           ImGuiWindow::~ImGuiWindow() [206]
[203]    0.0    0.00    0.00       2         ImDrawList::_ClearFreeMemory() [203]
                0.00    0.00      11/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00      11/1179        ImGui::MemFree(void*) [118]
-----------------------------------------------
                0.00    0.00       2/2           ImFontAtlasBuildInit(ImFontAtlas*) [224]
[204]    0.0    0.00    0.00       2         ImFontAtlas::AddCustomRectRegular(int, int) [204]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::Begin(char const*, bool*, int) [28]
[205]    0.0    0.00    0.00       2         ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [205]
                0.00    0.00       4/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       2/2020        ImHashStr(char const*, unsigned long, unsigned int) [105]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::Shutdown() [258]
[206]    0.0    0.00    0.00       2         ImGuiWindow::~ImGuiWindow() [206]
                0.00    0.00       4/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       4/4           ImDrawListSplitter::ClearFreeMemory() [199]
                0.00    0.00       2/2           ImDrawList::_ClearFreeMemory() [203]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::Begin(char const*, bool*, int) [28]
[207]    0.0    0.00    0.00       2         ImGuiStorage::SetVoidPtr(unsigned int, void*) [207]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       2/2           WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [234]
[208]    0.0    0.00    0.00       2         ImGuiTextBuffer::append(char const*, char const*) [208]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::Begin(char const*, bool*, int) [28]
[209]    0.0    0.00    0.00       2         ImGui::FocusWindow(ImGuiWindow*, int) [209]
                0.00    0.00       2/2           ImGui::FindBlockingModal(ImGuiWindow*) [212]
                0.00    0.00       2/2           ImGui::BringWindowToFocusFront(ImGuiWindow*) [215]
                0.00    0.00       2/2           ImGui::SetNavWindow(ImGuiWindow*) [210]
                0.00    0.00       2/2           ImGui::ClosePopupsOverWindow(ImGuiWindow*, bool) [214]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::FocusWindow(ImGuiWindow*, int) [209]
[210]    0.0    0.00    0.00       2         ImGui::SetNavWindow(ImGuiWindow*) [210]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::Begin(char const*, bool*, int) [28]
[211]    0.0    0.00    0.00       2         ImGui::NavInitWindow(ImGuiWindow*, bool) [211]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::FocusWindow(ImGuiWindow*, int) [209]
[212]    0.0    0.00    0.00       2         ImGui::FindBlockingModal(ImGuiWindow*) [212]
-----------------------------------------------
                0.00    0.00       1/2           ImGui::Initialize() [249]
                0.00    0.00       1/2           ImGui::TableSettingsAddSettingsHandler() [256]
[213]    0.0    0.00    0.00       2         ImGui::AddSettingsHandler(ImGuiSettingsHandler const*) [213]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::FocusWindow(ImGuiWindow*, int) [209]
[214]    0.0    0.00    0.00       2         ImGui::ClosePopupsOverWindow(ImGuiWindow*, bool) [214]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::FocusWindow(ImGuiWindow*, int) [209]
[215]    0.0    0.00    0.00       2         ImGui::BringWindowToFocusFront(ImGuiWindow*) [215]
-----------------------------------------------
                0.00    0.00       2/2           WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*) [202]
[216]    0.0    0.00    0.00       2         ImGui::CreateNewWindowSettings(char const*) [216]
                0.00    0.00       2/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       2/2020        ImHashStr(char const*, unsigned long, unsigned int) [105]
                0.00    0.00       1/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       1/1179        ImGui::MemFree(void*) [118]
-----------------------------------------------
                0.00    0.00       2/2           ImGui::Begin(char const*, bool*, int) [28]
[217]    0.0    0.00    0.00       2         ImGui::BringWindowToDisplayFront(ImGuiWindow*) [217]
-----------------------------------------------
                0.00    0.00       2/2           ImGui_ImplGlfw_CursorPosCallback(GLFWwindow*, double, double) [323]
[218]    0.0    0.00    0.00       2         ImGuiIO::AddMousePosEvent(float, float) [218]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1321]
[219]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4GameC2Ev [219]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1321]
[220]    0.0    0.00    0.00       1         _GLOBAL__sub_I_maxdepth [220]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1321]
[221]    0.0    0.00    0.00       1         _GLOBAL__sub_I_stbi_failure_reason [221]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlas::AddFontDefault(ImFontConfig const*) [239]
[222]    0.0    0.00    0.00       1         ImFormatString(char*, unsigned long, char const*, ...) [222]
-----------------------------------------------
                0.00    0.00       1/1           lookupMove(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [186]
[223]    0.0    0.00    0.00       1         buildOpeningTree() [223]
                0.00    0.00   12978/13303       OpeningNode::next(char*) [97]
                0.00    0.00    3816/3816        void std::vector<OpeningNode*, std::allocator<OpeningNode*> >::_M_realloc_insert<OpeningNode*>(__gnu_cxx::__normal_iterator<OpeningNode**, std::vector<OpeningNode*, std::allocator<OpeningNode*> > >, OpeningNode*&&) [103]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[224]    0.0    0.00    0.00       1         ImFontAtlasBuildInit(ImFontAtlas*) [224]
                0.00    0.00       2/2           ImFontAtlas::AddCustomRectRegular(int, int) [204]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[225]    0.0    0.00    0.00       1         ImFontAtlasBuildFinish(ImFontAtlas*) [225]
                0.00    0.00       1/1           ImFont::BuildLookupTable() [260]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[226]    0.0    0.00    0.00       1         ImFontAtlasBuildPackCustomRects(ImFontAtlas*, void*) [226]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       1/20646       stbrp_pack_rects [39]
                0.00    0.00       1/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       1/1179        ImGui::MemFree(void*) [118]
-----------------------------------------------
                0.00    0.00       1/1           ImGui_ImplGlfw_Init(GLFWwindow*, bool, GlfwClientApi) [379]
[227]    0.0    0.00    0.00       1         ImGui_ImplGlfw_InstallCallbacks(GLFWwindow*) [227]
                0.00    0.00       1/201         ImGui::GetCurrentContext() [131]
                0.00    0.00       1/335         ImGui::GetIO() [122]
-----------------------------------------------
                0.00    0.00       1/1           ImGui_ImplGlfw_Shutdown() [301]
[228]    0.0    0.00    0.00       1         ImGui_ImplGlfw_RestoreCallbacks(GLFWwindow*) [228]
                0.00    0.00       1/201         ImGui::GetCurrentContext() [131]
                0.00    0.00       1/335         ImGui::GetIO() [122]
-----------------------------------------------
                0.00    0.00       1/1           ImGui_ImplOpenGL3_Shutdown() [310]
[229]    0.0    0.00    0.00       1         ImGui_ImplOpenGL3_DestroyDeviceObjects() [229]
                0.00    0.00       3/335         ImGui::GetIO() [122]
                0.00    0.00       2/201         ImGui::GetCurrentContext() [131]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlasBuildWithStbTruetype(ImFontAtlas*) [30]
[230]    0.0    0.00    0.00       1         stbtt_InitFont_internal(stbtt_fontinfo*, unsigned char*, int) [230]
                0.00    0.00       9/9           stbtt__find_table(unsigned char*, unsigned int, char const*) [194]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [254]
[231]    0.0    0.00    0.00       1         TableSettingsHandler_ApplyAll(ImGuiContext*, ImGuiSettingsHandler*) [231]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::SaveIniSettingsToMemory(unsigned long*) [253]
[232]    0.0    0.00    0.00       1         TableSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [232]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [254]
[233]    0.0    0.00    0.00       1         WindowSettingsHandler_ApplyAll(ImGuiContext*, ImGuiSettingsHandler*) [233]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::SaveIniSettingsToMemory(unsigned long*) [253]
[234]    0.0    0.00    0.00       1         WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [234]
                0.00    0.00       8/8           ImGuiTextBuffer::appendf(char const*, ...) [195]
                0.00    0.00       2/2           ImGuiTextBuffer::append(char const*, char const*) [208]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       1/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       1/1179        ImGui::MemFree(void*) [118]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::Initialize() [249]
[235]    0.0    0.00    0.00       1         ImDrawData::Clear() [235]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::RenderWindowDecorations(ImGuiWindow*, ImRect const&, bool, bool, int, unsigned int const*, float) [clone .constprop.0] [35]
[236]    0.0    0.00    0.00       1         ImDrawList::AddRect(ImVec2 const&, ImVec2 const&, unsigned int, float, int, float) [236]
                0.00    0.00       1/1           ImDrawList::PathRect(ImVec2 const&, ImVec2 const&, float, int) [237]
                0.00    0.00       1/6079        ImDrawList::PrimReserve(int, int) [98]
-----------------------------------------------
                0.00    0.00       1/1           ImDrawList::AddRect(ImVec2 const&, ImVec2 const&, unsigned int, float, int, float) [236]
[237]    0.0    0.00    0.00       1         ImDrawList::PathRect(ImVec2 const&, ImVec2 const&, float, int) [237]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [697]
[238]    0.0    0.00    0.00       1         ImGuiStyle::ImGuiStyle() [238]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlas::GetTexDataAsRGBA32(unsigned char**, int*, int*, int*) [31]
[239]    0.0    0.00    0.00       1         ImFontAtlas::AddFontDefault(ImFontConfig const*) [239]
                0.00    0.00       1/1           ImFontAtlas::AddFontFromMemoryCompressedBase85TTF(char const*, float, ImFontConfig const*, unsigned short const*) [242]
                0.00    0.00       1/1           ImFormatString(char*, unsigned long, char const*, ...) [222]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlas::Clear() [243]
[240]    0.0    0.00    0.00       1         ImFontAtlas::ClearInputData() [240]
                0.00    0.00       3/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       3/1179        ImGui::MemFree(void*) [118]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlas::AddFontFromMemoryCompressedBase85TTF(char const*, float, ImFontConfig const*, unsigned short const*) [242]
[241]    0.0    0.00    0.00       1         ImFontAtlas::AddFontFromMemoryCompressedTTF(void const*, int, float, ImFontConfig const*, unsigned short const*) [241]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       1/1           ImFontAtlas::AddFont(ImFontConfig const*) [244]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlas::AddFontDefault(ImFontConfig const*) [239]
[242]    0.0    0.00    0.00       1         ImFontAtlas::AddFontFromMemoryCompressedBase85TTF(char const*, float, ImFontConfig const*, unsigned short const*) [242]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       1/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       1/1179        ImGui::MemFree(void*) [118]
                0.00    0.00       1/1           ImFontAtlas::AddFontFromMemoryCompressedTTF(void const*, int, float, ImFontConfig const*, unsigned short const*) [241]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlas::~ImFontAtlas() [246]
[243]    0.0    0.00    0.00       1         ImFontAtlas::Clear() [243]
                0.00    0.00       7/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       7/1179        ImGui::MemFree(void*) [118]
                0.00    0.00       1/1           ImFontAtlas::ClearInputData() [240]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlas::AddFontFromMemoryCompressedTTF(void const*, int, float, ImFontConfig const*, unsigned short const*) [241]
[244]    0.0    0.00    0.00       1         ImFontAtlas::AddFont(ImFontConfig const*) [244]
                0.00    0.00       3/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [697]
[245]    0.0    0.00    0.00       1         ImFontAtlas::ImFontAtlas() [245]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::Shutdown() [258]
[246]    0.0    0.00    0.00       1         ImFontAtlas::~ImFontAtlas() [246]
                0.00    0.00       1/1           ImFontAtlas::Clear() [243]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::DestroyContext(ImGuiContext*) [747]
[247]    0.0    0.00    0.00       1         ImGuiContext::~ImGuiContext() [247]
                0.00    0.00       6/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00       6/1179        ImGui::MemFree(void*) [118]
                0.00    0.00       1/1           ImFont::~ImFont() [263]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [697]
[248]    0.0    0.00    0.00       1         ImDrawListSharedData::ImDrawListSharedData() [248]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [697]
[249]    0.0    0.00    0.00       1         ImGui::Initialize() [249]
                0.00    0.00       2/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       1/2           ImGui::AddSettingsHandler(ImGuiSettingsHandler const*) [213]
                0.00    0.00       1/1           ImGui::TableSettingsAddSettingsHandler() [256]
                0.00    0.00       1/1182        MallocWrapper(unsigned long, void*) [116]
                0.00    0.00       1/1           ImDrawData::Clear() [235]
-----------------------------------------------
                0.00    0.00       1/1           ImGui_ImplGlfw_Init(GLFWwindow*, bool, GlfwClientApi) [379]
[250]    0.0    0.00    0.00       1         ImGui::GetMainViewport() [250]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [697]
[251]    0.0    0.00    0.00       1         ImGui::StyleColorsDark(ImGuiStyle*) [251]
                0.00    0.00       1/1           ImGui::GetStyle() [257]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::NewFrame() [34]
[252]    0.0    0.00    0.00       1         ImGui::LoadIniSettingsFromDisk(char const*) [252]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
                0.00    0.00       1/1           ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [254]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::Shutdown() [258]
[253]    0.0    0.00    0.00       1         ImGui::SaveIniSettingsToMemory(unsigned long*) [253]
                0.00    0.00       1/1           TableSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [232]
                0.00    0.00       1/1           WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [234]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::LoadIniSettingsFromDisk(char const*) [252]
[254]    0.0    0.00    0.00       1         ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [254]
                0.00    0.00       7/7           WindowSettingsHandler_ReadLine(ImGuiContext*, ImGuiSettingsHandler*, void*, char const*) [197]
                0.00    0.00       2/2           WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*) [202]
                0.00    0.00       1/1           TableSettingsHandler_ApplyAll(ImGuiContext*, ImGuiSettingsHandler*) [231]
                0.00    0.00       1/1           WindowSettingsHandler_ApplyAll(ImGuiContext*, ImGuiSettingsHandler*) [233]
                0.00    0.00       1/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::NavUpdate() [178]
[255]    0.0    0.00    0.00       1         ImGui::NavInitRequestApplyResult() [255]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::Initialize() [249]
[256]    0.0    0.00    0.00       1         ImGui::TableSettingsAddSettingsHandler() [256]
                0.00    0.00       1/2020        ImHashStr(char const*, unsigned long, unsigned int) [105]
                0.00    0.00       1/2           ImGui::AddSettingsHandler(ImGuiSettingsHandler const*) [213]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::StyleColorsDark(ImGuiStyle*) [251]
[257]    0.0    0.00    0.00       1         ImGui::GetStyle() [257]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::DestroyContext(ImGuiContext*) [747]
[258]    0.0    0.00    0.00       1         ImGui::Shutdown() [258]
                0.00    0.00      16/1188        FreeWrapper(void*, void*) [115]
                0.00    0.00      12/1179        ImGui::MemFree(void*) [118]
                0.00    0.00       2/2           ImGuiWindow::~ImGuiWindow() [206]
                0.00    0.00       1/1           ImGui::SaveIniSettingsToMemory(unsigned long*) [253]
                0.00    0.00       1/1           ImFontAtlas::~ImFontAtlas() [246]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::ItemAdd(ImRect const&, unsigned int, ImRect const*, int) [108]
[259]    0.0    0.00    0.00       1         ImGui::NavApplyItemToResult(ImGuiNavItemData*) [259]
-----------------------------------------------
                0.00    0.00       1/1           ImFontAtlasBuildFinish(ImFontAtlas*) [225]
[260]    0.0    0.00    0.00       1         ImFont::BuildLookupTable() [260]
                0.00    0.00       1/1           ImFont::GrowIndex(int) [261]
-----------------------------------------------
                0.00    0.00       1/1           ImFont::BuildLookupTable() [260]
[261]    0.0    0.00    0.00       1         ImFont::GrowIndex(int) [261]
                0.00    0.00       2/1180        ImGui::MemAlloc(unsigned long) [117]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [697]
[262]    0.0    0.00    0.00       1         ImFont::ImFont() [262]
-----------------------------------------------
                0.00    0.00       1/1           ImGuiContext::~ImGuiContext() [247]
[263]    0.0    0.00    0.00       1         ImFont::~ImFont() [263]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [697]
[264]    0.0    0.00    0.00       1         ImGuiIO::ImGuiIO() [264]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
